Reactions|Direction|Left|Right
9265|=|1:418|2:16985,13
9266|>|1:418|2:16986,13
9267|=|1:418|2:16987,13
9268|=|1:418|2:16988,13
9269|=|1:16784|2:16989,13
9270|=|1:47|1:384
9271|=|1:16921|2:16925,10
9272|=|1:2521|1:2613
9273|=|1:16990|1:3696
9274|=|1:16991|1:3726
9275|>|1:1729|1:16992
9276|=|1:16993|2:22,48
9277|=|1:16283|2:16994,13
9278|=|1:112|2:521,82
9279|=|1:77|1:16995
9280|=|1:77|1:16996
9281|=|1:3726|3:8,9,5
9282|>|1:16973|1:16972
9283|>|1:9900|1:16997
9284|>|1:6457|1:16998
9285|>|1:9901|1:16999
9286|>|1:16997|1:17000
9287|>|1:16998|1:17001
9288|>|1:16999|1:17002
9289|>|1:9900|1:17003
9290|>|1:9901|1:17004
9291|>|1:9900|1:6577
9292|>|1:9901|1:13026
9293|=|2:14766,3|3:56,5005,4
9294|=|2:65,5005|1:14766
9295|=|2:17005,16923|1:17006
9296|=|2:16932,72|2:16926,9
